_timestamp,train_loss,valid_atom_accuracy,_step,records,_runtime,valid_noise_loss,valid_loss,train_accuracy,valid_noise_accuracy,valid_accuracy,valid_atom_loss,epoch
1725915140.3436205,3.0604779720306396,,38,17140.0,6431.5378675460815,,,0.058343057176196034,,,,
1725915140.564728,3.0604779720306396,,39,,6431.758975028992,,,0.058343057176196034,,,,20.0
1725915142.8489401,3.058619737625122,,40,17997.0,6434.0431871414185,,,0.06534422403733955,,,,
1725915143.0422115,3.058619737625122,,41,,6434.236458539963,,,0.06534422403733955,,,,21.0
1725915145.2943902,3.0179741382598877,,42,18854.0,6436.488637208939,,,0.07467911318553092,,,,
1725915145.5058606,3.0179741382598877,,43,,6436.700107574463,,,0.07467911318553092,,,,22.0
1725915147.7748063,2.976738452911377,,44,19711.0,6438.969053268433,,,0.08634772462077013,,,,
1725915148.0105653,2.976738452911377,,45,,6439.204812288284,,,0.08634772462077013,,,,23.0
1725915150.3115973,3.0273115634918213,,46,20568.0,6441.5058443546295,,,0.05367561260210035,,,,
1725915150.5081074,3.0273115634918213,,47,,6441.702354431152,,,0.05367561260210035,,,,24.0
1725915152.773896,3.0487797260284424,,48,21425.0,6443.968142986298,,,0.05367561260210035,,,,
1725915152.953383,3.0487797260284424,,49,,6444.147629976273,,,0.05367561260210035,,,,25.0
1725915155.2684314,3.022092819213867,,50,22282.0,6446.462678432465,,,0.058343057176196034,,,,
1725915155.4912934,3.022092819213867,,51,,6446.685540437698,,,0.058343057176196034,,,,26.0
1725915157.7728474,2.996004819869995,,52,23139.0,6448.967094421387,,,0.08751458576429405,,,,
1725915158.0075707,2.996004819869995,,53,,6449.201817750931,,,0.08751458576429405,,,,27.0
1725915160.3102229,2.935364007949829,,54,23996.0,6451.504469871521,,,0.08984830805134189,,,,
1725915160.5118647,2.935364007949829,,55,,6451.70611166954,,,0.08984830805134189,,,,28.0
1725915162.8150656,3.002204418182373,,56,24853.0,6454.0093126297,,,0.073512252042007,,,,
1725915163.0119596,3.002204418182373,,57,,6454.206206560135,,,0.073512252042007,,,,29.0
1725915165.27275,2.966059923171997,,58,25710.0,6456.466996908188,,,0.07934655775962661,,,,
1725915165.4759257,2.966059923171997,,59,,6456.670172691345,,,0.07934655775962661,,,,30.0
1725915167.7435298,2.993323802947998,,60,26567.0,6458.93777680397,,,0.073512252042007,,,,
1725915167.940464,2.993323802947998,,61,,6459.134711027145,,,0.073512252042007,,,,31.0
1725915170.2696013,2.982741117477417,,62,27424.0,6461.463848352432,,,0.073512252042007,,,,
1725915170.4670482,2.982741117477417,,63,,6461.661295175552,,,0.073512252042007,,,,32.0
1725915172.779207,2.9899096488952637,,64,28281.0,6463.973453998566,,,0.08051341890315053,,,,
1725915172.9720023,2.9899096488952637,,65,,6464.1662492752075,,,0.08051341890315053,,,,33.0
1725915175.5396276,2.972550392150879,,66,29138.0,6466.7338745594025,,,0.09451575262543757,,,,
1725915175.7260995,2.972550392150879,,67,,6466.920346498489,,,0.09451575262543757,,,,34.0
1725915177.9928806,2.9309916496276855,,68,29995.0,6469.187127590179,,,0.08751458576429405,,,,
1725915178.1889765,2.9309916496276855,,69,,6469.38322353363,,,0.08751458576429405,,,,35.0
1725915180.427759,2.9999635219573975,,70,30852.0,6471.622005939484,,,0.07117852975495916,,,,
1725915180.621148,2.9999635219573975,,71,,6471.815395116806,,,0.07117852975495916,,,,36.0
1725915182.9161859,2.9462389945983887,,72,31709.0,6474.1104328632355,,,0.08751458576429405,,,,
1725915183.124671,2.9462389945983887,,73,,6474.318917989731,,,0.08751458576429405,,,,37.0
1725915185.3995502,2.9370923042297363,,74,32566.0,6476.593797206879,,,0.09334889148191365,,,,
1725915185.6073954,2.9370923042297363,,75,,6476.801642417908,,,0.09334889148191365,,,,38.0
1725915187.8975096,2.953141212463379,,76,33423.0,6479.09175658226,,,0.08284714119019837,,,,
1725915188.114198,2.953141212463379,,77,,6479.308444976807,,,0.08284714119019837,,,,39.0
1725915190.365962,2.888420343399048,,78,34280.0,6481.560209035873,,,0.08401400233372229,,,,
1725915190.5674825,2.888420343399048,,79,,6481.761729478836,,,0.08401400233372229,,,,40.0
1725915192.8161128,3.012770414352417,,80,35137.0,6484.010359764099,,,0.073512252042007,,,,
1725915193.014766,3.012770414352417,,81,,6484.2090129852295,,,0.073512252042007,,,,41.0
1725915195.309759,2.922877788543701,,82,35994.0,6486.504005908966,,,0.09334889148191365,,,,
1725915195.5267496,2.922877788543701,,83,,6486.720996618271,,,0.09334889148191365,,,,42.0
1725915197.801052,2.9345624446868896,,84,36851.0,6488.995299100876,,,0.09568261376896149,,,,
1725915198.0026011,2.9345624446868896,,85,,6489.196848154068,,,0.09568261376896149,,,,43.0
1725915200.3076847,2.9373912811279297,,86,37708.0,6491.501931667328,,,0.09451575262543757,,,,
1725915200.510972,2.9373912811279297,,87,,6491.70521903038,,,0.09451575262543757,,,,44.0
1725915202.7603734,2.953507423400879,,88,38565.0,6493.954620361328,,,0.07934655775962661,,,,
1725915202.9764748,2.953507423400879,,89,,6494.170721769333,,,0.07934655775962661,,,,45.0
1725915205.2817523,2.9079151153564453,,90,39422.0,6496.475999355316,,,0.09334889148191365,,,,
1725915205.519417,2.9079151153564453,,91,,6496.713664054871,,,0.09334889148191365,,,,46.0
1725915208.2425003,2.900897979736328,,92,40279.0,6499.436747312546,,,0.08868144690781797,,,,
1725915208.4320915,2.900897979736328,,93,,6499.626338481903,,,0.08868144690781797,,,,47.0
1725915210.6855931,2.906503200531006,,94,41136.0,6501.879840135574,,,0.08984830805134189,,,,
1725915210.8753922,2.906503200531006,,95,,6502.069639205933,,,0.08984830805134189,,,,48.0
1725915213.1154327,2.914806365966797,,96,41993.0,6504.309679746628,,,0.09568261376896149,,,,
1725915213.3109028,2.914806365966797,,97,,6504.505149841309,,,0.09568261376896149,,,,49.0
1725915215.558525,2.9459166526794434,,98,42850.0,6506.752772092819,,,0.09101516919486581,,,,
1725915215.7570093,2.9459166526794434,,99,,6506.951256275177,,,0.09101516919486581,,,,50.0
1725915218.0327187,2.954087018966675,,100,43707.0,6509.226965665817,,,0.09101516919486581,,,,
1725915218.2465298,2.954087018966675,,101,,6509.440776824951,,,0.09101516919486581,,,,51.0
1725915220.560744,2.9174787998199463,,102,44564.0,6511.754991054535,,,0.11435239206534423,,,,
1725915220.780832,2.9174787998199463,,103,,6511.975079059601,,,0.11435239206534423,,,,52.0
1725915223.108696,2.9174013137817383,,104,45421.0,6514.302942991257,,,0.09451575262543757,,,,
1725915223.3169224,2.9174013137817383,,105,,6514.511169433594,,,0.09451575262543757,,,,53.0
1725915225.930809,2.945695638656616,,106,46278.0,6517.125056028366,,,0.10151691948658109,,,,
1725915226.119232,2.945695638656616,,107,,6517.313478946686,,,0.10151691948658109,,,,54.0
1725915228.4574652,2.968644380569458,,108,47135.0,6519.651712179184,,,0.08168028004667445,,,,
1725915228.6911302,2.968644380569458,,109,,6519.885377168655,,,0.08168028004667445,,,,55.0
1725915230.9428031,2.935669422149658,,110,47992.0,6522.137050151825,,,0.08868144690781797,,,,
1725915231.1307611,2.935669422149658,,111,,6522.325008153915,,,0.08868144690781797,,,,56.0
1725915233.4222949,2.9386212825775146,,112,48849.0,6524.616541862488,,,0.08984830805134189,,,,
1725915233.6203935,2.9386212825775146,,113,,6524.814640522003,,,0.08984830805134189,,,,57.0
1725915235.876203,2.9166033267974854,,114,49706.0,6527.07045006752,,,0.08051341890315053,,,,
1725915236.0793078,2.9166033267974854,,115,,6527.273554801941,,,0.08051341890315053,,,,58.0
1725915238.3443313,2.901110887527466,,116,50563.0,6529.538578271866,,,0.09684947491248541,,,,
1725915238.567218,2.901110887527466,,117,,6529.761465072632,,,0.09684947491248541,,,,59.0
1725915241.2868853,2.8803422451019287,,118,51420.0,6532.481132268906,,,0.10851808634772463,,,,
1725915241.5005562,2.8803422451019287,,119,,6532.694803237915,,,0.10851808634772463,,,,60.0
1725915243.76722,2.9432590007781982,,120,52277.0,6534.961467027664,,,0.08634772462077013,,,,
1725915243.9631844,2.9432590007781982,,121,,6535.157431364059,,,0.08634772462077013,,,,61.0
1725915246.2594647,2.9015986919403076,,122,53134.0,6537.453711748123,,,0.09918319719953325,,,,
1725915246.4579234,2.9015986919403076,,123,,6537.652170419693,,,0.09918319719953325,,,,62.0
1725915248.7020419,2.901076316833496,,124,53991.0,6539.896288871765,,,0.09451575262543757,,,,
1725915248.9151018,2.901076316833496,,125,,6540.109348773956,,,0.09451575262543757,,,,63.0
1725915251.1863017,2.8661186695098877,,126,54848.0,6542.380548715591,,,0.11435239206534423,,,,
1725915251.3696835,2.8661186695098877,,127,,6542.563930511475,,,0.11435239206534423,,,,64.0
1725915253.6521125,2.8792691230773926,,128,55705.0,6544.846359491348,,,0.09218203033838973,,,,
1725915253.8615928,2.8792691230773926,,129,,6545.055839776993,,,0.09218203033838973,,,,65.0
1725915256.1057465,2.8694822788238525,,130,56562.0,6547.299993515015,,,0.11085180863477247,,,,
1725915256.297293,2.8694822788238525,,131,,6547.491539955139,,,0.11085180863477247,,,,66.0
1725915258.5465865,2.945035219192505,,132,57419.0,6549.740833520889,,,0.09101516919486581,,,,
1725915258.739151,2.945035219192505,,133,,6549.933398008347,,,0.09101516919486581,,,,67.0
1725915260.9904952,2.874666213989258,,134,58276.0,6552.1847422122955,,,0.10035005834305717,,,,
1725915261.2041395,2.874666213989258,,135,,6552.398386478424,,,0.10035005834305717,,,,68.0
1725915263.4483078,2.8886356353759766,,136,59133.0,6554.642554759979,,,0.09801633605600933,,,,
1725915263.64531,2.8886356353759766,,137,,6554.839556932449,,,0.09801633605600933,,,,69.0
1725915265.9029117,2.8686466217041016,,138,59990.0,6557.097158670425,,,0.10385064177362893,,,,
1725915266.0944412,2.8686466217041016,,139,,6557.288688182831,,,0.10385064177362893,,,,70.0
1725915268.371022,2.8605153560638428,,140,60847.0,6559.565268993378,,,0.10968494749124855,,,,
1725915268.6388836,2.8605153560638428,,141,,6559.833130598068,,,0.10968494749124855,,,,71.0
1725915270.8072743,2.840881586074829,,142,61704.0,6562.001521348953,,,0.09918319719953325,,,,
1725915270.995641,2.840881586074829,,143,,6562.189888000488,,,0.09918319719953325,,,,72.0
1725915273.1469388,2.8622517585754395,,144,62561.0,6564.341185808182,,,0.10035005834305717,,,,
1725915273.3508232,2.8622517585754395,,145,,6564.545070171356,,,0.10035005834305717,,,,73.0
1725915275.495356,2.834831953048706,,146,63418.0,6566.689603090286,,,0.12485414235705951,,,,
1725915275.6737292,2.834831953048706,,147,,6566.86797618866,,,0.12485414235705951,,,,74.0
1725915277.860671,2.9062516689300537,,148,64275.0,6569.054918050766,,,0.10268378063010501,,,,
1725915278.0542724,2.9062516689300537,,149,,6569.248519420624,,,0.10268378063010501,,,,75.0
1725915280.2110887,2.8584837913513184,,150,65132.0,6571.405335664749,,,0.10385064177362893,,,,
1725915280.4076095,2.8584837913513184,,151,,6571.601856470108,,,0.10385064177362893,,,,76.0
1725915282.917099,2.826428174972534,,152,65989.0,6574.111346006393,,,0.1073512252042007,,,,
1725915283.0993125,2.826428174972534,,153,,6574.293559551239,,,0.1073512252042007,,,,77.0
1725915285.2713406,2.8415889739990234,,154,66846.0,6576.465587615967,,,0.10268378063010501,,,,
1725915285.4636357,2.8415889739990234,,155,,6576.65788269043,,,0.10268378063010501,,,,78.0
1725915287.6651995,2.8468189239501953,,156,67703.0,6578.859446525574,,,0.11085180863477247,,,,
1725915287.8338084,2.8468189239501953,,157,,6579.028055429459,,,0.11085180863477247,,,,79.0
1725915289.9848516,2.824098825454712,,158,68560.0,6581.17909860611,,,0.10151691948658109,,,,
1725915290.2009437,2.824098825454712,,159,,6581.39519071579,,,0.10151691948658109,,,,80.0
1725915292.397204,2.8362269401550293,,160,69417.0,6583.591450929642,,,0.10385064177362893,,,,
1725915292.5850272,2.8362269401550293,,161,,6583.779274225235,,,0.10385064177362893,,,,81.0
1725915294.734994,2.833308458328247,,162,70274.0,6585.929240942001,,,0.11318553092182031,,,,
1725915294.9315014,2.833308458328247,,163,,6586.12574839592,,,0.11318553092182031,,,,82.0
1725915297.0838766,2.8675246238708496,,164,71131.0,6588.278123617172,,,0.11201866977829639,,,,
1725915297.30569,2.8675246238708496,,165,,6588.499937057495,,,0.11201866977829639,,,,83.0
1725915299.4776285,2.8385379314422607,,166,71988.0,6590.671875476837,,,0.08518086347724621,,,,
1725915299.6754475,2.8385379314422607,,167,,6590.869694471359,,,0.08518086347724621,,,,84.0
1725915301.8453512,2.8225128650665283,,168,72845.0,6593.039598226547,,,0.11318553092182031,,,,
1725915302.0392764,2.8225128650665283,,169,,6593.233523368835,,,0.11318553092182031,,,,85.0
1725915304.2343347,2.8290743827819824,,170,73702.0,6595.42858171463,,,0.10268378063010501,,,,
1725915304.4397528,2.8290743827819824,,171,,6595.633999824524,,,0.10268378063010501,,,,86.0
1725915306.5965703,2.8150746822357178,,172,74559.0,6597.790817260742,,,0.11435239206534423,,,,
1725915306.774701,2.8150746822357178,,173,,6597.968948125839,,,0.11435239206534423,,,,87.0
1725915308.9476004,2.8640294075012207,,174,75416.0,6600.141847372055,,,0.11201866977829639,,,,
1725915309.1452942,2.8640294075012207,,175,,6600.339541196823,,,0.11201866977829639,,,,88.0
1725915311.29843,2.823145866394043,,176,76273.0,6602.492676973343,,,0.11785297549591599,,,,
1725915311.5006487,2.823145866394043,,177,,6602.694895744324,,,0.11785297549591599,,,,89.0
1725915313.6974254,2.816833734512329,,178,77130.0,6604.891672372818,,,0.10851808634772463,,,,
1725915313.906399,2.816833734512329,,179,,6605.100646018982,,,0.10851808634772463,,,,90.0
1725915316.0940306,2.802792549133301,,180,77987.0,6607.288277626038,,,0.11435239206534423,,,,
1725915316.2852254,2.802792549133301,,181,,6607.479472398758,,,0.11435239206534423,,,,91.0
1725915318.458255,2.8413236141204834,,182,78844.0,6609.6525020599365,,,0.1353558926487748,,,,
1725915318.664153,2.8413236141204834,,183,,6609.85840010643,,,0.1353558926487748,,,,92.0
1725915320.8486743,2.842975616455078,,184,79701.0,6612.042921304703,,,0.12368728121353559,,,,
1725915321.0413885,2.842975616455078,,185,,6612.235635519028,,,0.12368728121353559,,,,93.0
1725915323.2242563,2.827683210372925,,186,80558.0,6614.418503284454,,,0.11435239206534423,,,,
1725915323.4072702,2.827683210372925,,187,,6614.60151720047,,,0.11435239206534423,,,,94.0
1725915325.5718455,2.825749635696411,,188,81415.0,6616.766092538834,,,0.14002333722287047,,,,
1725915325.7483084,2.825749635696411,,189,,6616.942555427551,,,0.14002333722287047,,,,95.0
1725915327.991171,2.76973032951355,,190,82272.0,6619.185417890549,,,0.1353558926487748,,,,
1725915328.2152605,2.76973032951355,,191,,6619.409507513046,,,0.1353558926487748,,,,96.0
1725915330.645553,2.8029000759124756,,192,83129.0,6621.8398001194,,,0.11435239206534423,,,,
1725915330.8340394,2.8029000759124756,,193,,6622.028286457062,,,0.11435239206534423,,,,97.0
1725915332.9911199,2.791100025177002,,194,83986.0,6624.185366868973,,,0.12135355892648775,,,,
1725915333.1752465,2.791100025177002,,195,,6624.369493484497,,,0.12135355892648775,,,,98.0
1725915335.3652565,2.7788097858428955,,196,84843.0,6626.559503555298,,,0.13652275379229872,,,,
1725915335.5482783,2.7788097858428955,,197,,6626.742525339127,,,0.13652275379229872,,,,99.0
1725915337.7714221,2.8101112842559814,,198,85700.0,6628.965669155121,,,0.11551925320886815,,,,
1725915337.9669366,2.8101112842559814,,199,,6629.161183595657,,,0.11551925320886815,,,,100.0
1725915339.1260073,,,200,85058.0,6630.320254325867,,2.9586315155029297,,,0.046511627906976744,,
1725915339.3154998,,,201,,6630.509746789932,,2.9586315155029297,,,0.046511627906976744,,100.0
1725915347.6633227,,0.017222222222222222,202,88443.0,6638.857569694519,,,,,,2.9231514930725098,
1725915349.0001462,,0.017777777777777778,203,92043.0,6640.194393157959,,,,,,2.910266399383545,
1725915350.3187141,,0.019444444444444445,204,95643.0,6641.512961149216,,,,,,2.9121158123016357,
1725915351.6200023,,0.0175,205,99243.0,6642.814249277115,,,,,,2.917551279067993,
1725915352.8972948,,0.01972222222222222,206,102843.0,6644.09154176712,,,,,,2.912774085998535,
1725915354.1203167,,0.018055555555555554,207,106443.0,6645.314563751221,,,,,,2.9120213985443115,
1725915355.3727853,,0.018055555555555554,208,110043.0,6646.567032337189,,,,,,2.914645195007324,
1725915356.6419132,,0.018333333333333333,209,113643.0,6647.836160182953,,,,,,2.9216737747192383,
1725915357.8951719,,0.0175,210,117243.0,6649.089418888092,,,,,,2.9191536903381348,
1725915359.1914775,,0.016944444444444446,211,120843.0,6650.385724544525,,,,,,2.9143803119659424,
1725915360.4844198,,0.016666666666666666,212,124443.0,6651.678666830063,,,,,,2.9166810512542725,
1725915361.7449403,,0.018055555555555554,213,128043.0,6652.939187288284,,,,,,2.9189913272857666,
1725915362.9673152,,0.01861111111111111,214,131643.0,6654.161562204361,,,,,,2.9105019569396973,
1725915364.1921408,,0.015833333333333335,215,135243.0,6655.386387825012,,,,,,2.919949531555176,
1725915365.4331117,,0.01638888888888889,216,138843.0,6656.627358675003,,,,,,2.9104440212249756,
1725915366.6534429,,0.018055555555555554,217,142443.0,6657.84768986702,,,,,,2.9162254333496094,
1725915367.8216038,,0.015277777777777777,218,146043.0,6659.015850782394,,,,,,2.9191994667053223,
1725915369.0395827,,0.016666666666666666,219,149643.0,6660.23382973671,,,,,,2.9181365966796875,
1725915370.2321222,,0.01638888888888889,220,153243.0,6661.426369190216,,,,,,2.915569305419922,
1725915371.4560409,,0.016944444444444446,221,156843.0,6662.650287866592,,,,,,2.9108848571777344,
1725915372.6838093,,0.01638888888888889,222,160443.0,6663.8780562877655,,,,,,2.917773485183716,
1725915373.9208407,,0.01611111111111111,223,164043.0,6665.115087747574,,,,,,2.9128122329711914,
1725915375.140918,,0.01888888888888889,224,167643.0,6666.335165023804,,,,,,2.9184510707855225,
1725915376.3750768,,0.018333333333333333,225,171243.0,6667.5693237781525,,,,,,2.9171626567840576,
1725915377.5965328,,0.017222222222222222,226,174843.0,6668.790779829025,,,,,,2.9167966842651367,
1725915378.8090744,,0.0175,227,178443.0,6670.0033214092255,,,,,,2.918829917907715,
1725915380.0563972,,0.020833333333333332,228,182043.0,6671.250644207001,,,,,,2.915480613708496,
1725915381.4678152,,0.02,229,185643.0,6672.662062168121,,,,,,2.918735980987549,
1725915382.7691114,,0.015,230,189243.0,6673.963358402252,,,,,,2.9216933250427246,
1725915384.0105073,,0.01972222222222222,231,192843.0,6675.20475435257,,,,,,2.9086945056915283,
1725915385.2264795,,0.014166666666666666,232,196443.0,6676.4207265377045,,,,,,2.921623468399048,
1725915386.4542954,,0.019444444444444445,233,200043.0,6677.648542404175,,,,,,2.910658359527588,
1725915387.6854405,,0.021111111111111112,234,203643.0,6678.879687547684,,,,,,2.9207732677459717,
1725915388.9406142,,0.015277777777777777,235,207243.0,6680.13486123085,,,,,,2.9144015312194824,
1725915390.1816964,,0.017777777777777778,236,210843.0,6681.3759434223175,,,,,,2.918055534362793,
1725915391.3973534,,0.01611111111111111,237,214443.0,6682.591600418091,,,,,,2.919607639312744,
1725915392.6778471,,0.020277777777777777,238,218043.0,6683.872094154358,,,,,,2.9107232093811035,
1725915393.9008574,,0.016666666666666666,239,221643.0,6685.095104455948,,,,,,2.928236961364746,
1725915395.1552808,,0.015555555555555555,240,225243.0,6686.349527835846,,,,,,2.912277936935425,
1725915396.3781924,,0.018055555555555554,241,228843.0,6687.572439432144,,,,,,2.915529727935791,
1725915397.6605997,,0.015833333333333335,242,232443.0,6688.854846715927,,,,,,2.919992685317993,
1725915398.9188454,,0.01888888888888889,243,236043.0,6690.113092422485,,,,,,2.9072535037994385,
1725915400.099351,,0.01611111111111111,244,239643.0,6691.29359793663,,,,,,2.9185657501220703,
1725915401.2871625,,0.0175,245,243243.0,6692.481409549713,,,,,,2.912740707397461,
1725915402.5084062,,0.01888888888888889,246,246843.0,6693.702653169632,,,,,,2.923466682434082,
1725915403.7035935,,0.015555555555555555,247,250443.0,6694.897840499878,,,,,,2.9238877296447754,
1725915404.8983467,,0.01861111111111111,248,254043.0,6696.092593669891,,,,,,2.9152045249938965,
1725915406.0946894,,0.017222222222222222,249,257643.0,6697.288936376572,,,,,,2.9143495559692383,
1725915407.3626614,,0.015833333333333335,250,261243.0,6698.556908369064,,,,,,2.9161293506622314,
1725915408.5614717,,0.01638888888888889,251,264843.0,6699.755718708038,,,,,,2.914381980895996,
1725915409.834488,,0.01611111111111111,252,268443.0,6701.028734922409,,,,,,2.9163010120391846,
1725915411.0588708,,0.01611111111111111,253,272043.0,6702.253117799759,,,,,,2.9146389961242676,
1725915412.3238695,,0.0175,254,275643.0,6703.518116474152,,,,,,2.9277780055999756,
1725915413.5411708,,0.017777777777777778,255,279243.0,6704.735417842865,,,,,,2.910959482192993,
1725915414.729525,,0.02,256,282843.0,6705.923772096634,,,,,,2.9166793823242188,
1725915415.9475105,,0.0175,257,286443.0,6707.141757488251,,,,,,2.920768976211548,
1725915417.1970215,,0.021666666666666667,258,288843.0,6708.391268491745,,,,,,2.902924060821533,
1725915417.451855,,0.017544117647058825,259,,6708.646101951599,,,,,,2.916370872890248,100.0
1725915424.14956,,,260,88443.0,6715.34380698204,3.9282612800598145,,,0.06138888888888889,,,
1725915425.4089308,,,261,92043.0,6716.603177785873,3.92678165435791,,,0.06583333333333333,,,
1725915426.6544359,,,262,95643.0,6717.848682880402,3.9246773719787598,,,0.065,,,
1725915428.0312684,,,263,99243.0,6719.225515365601,3.943847179412842,,,0.05277777777777778,,,
1725915429.4647074,,,264,102843.0,6720.658954381943,3.9276294708251953,,,0.058611111111111114,,,
1725915430.7338595,,,265,106443.0,6721.928106546402,3.8978326320648193,,,0.057777777777777775,,,
1725915431.9379766,,,266,110043.0,6723.13222360611,3.927119255065918,,,0.06333333333333334,,,
1725915433.1258838,,,267,113643.0,6724.320130825043,3.923522710800171,,,0.06166666666666667,,,
1725915434.3112469,,,268,117243.0,6725.505493879318,3.928687572479248,,,0.05388888888888889,,,
1725915435.5001485,,,269,120843.0,6726.694395542145,3.9103140830993652,,,0.059166666666666666,,,
1725915436.6915338,,,270,124443.0,6727.88578081131,3.8887040615081787,,,0.058888888888888886,,,
1725915437.8532739,,,271,128043.0,6729.047520875931,3.8967089653015137,,,0.05555555555555555,,,
1725915439.1131465,,,272,131643.0,6730.307393550873,3.896069049835205,,,0.05722222222222222,,,
1725915440.4287896,,,273,135243.0,6731.623036623001,3.931145191192627,,,0.05472222222222222,,,
1725915441.6852493,,,274,138843.0,6732.879496335983,3.893179178237915,,,0.06111111111111111,,,
1725915442.88291,,,275,142443.0,6734.077157020569,3.930147886276245,,,0.058611111111111114,,,
1725915444.065392,,,276,146043.0,6735.2596390247345,3.8797860145568848,,,0.057777777777777775,,,
1725915445.2483041,,,277,149643.0,6736.442551136017,3.9305622577667236,,,0.05694444444444444,,,
1725915446.4302971,,,278,153243.0,6737.624544143677,3.958139419555664,,,0.05277777777777778,,,
1725915447.6134217,,,279,156843.0,6738.807668685913,3.9056456089019775,,,0.05722222222222222,,,
1725915448.791281,,,280,160443.0,6739.9855279922485,3.9104204177856445,,,0.05694444444444444,,,
1725915449.9617367,,,281,164043.0,6741.155983686447,3.9371132850646973,,,0.059444444444444446,,,
1725915451.1422477,,,282,167643.0,6742.336494684219,3.9308555126190186,,,0.058611111111111114,,,
1725915452.3070939,,,283,171243.0,6743.501340866089,3.9171721935272217,,,0.06666666666666667,,,
1725915453.5533397,,,284,174843.0,6744.747586727142,3.9188284873962402,,,0.051666666666666666,,,
1725915454.8562777,,,285,178443.0,6746.050524711609,3.8584890365600586,,,0.059444444444444446,,,
1725915456.1307297,,,286,182043.0,6747.324976682663,3.8471529483795166,,,0.06277777777777778,,,
1725915457.3528144,,,287,185643.0,6748.547061443329,3.9450104236602783,,,0.060833333333333336,,,
