train_loss,train_accuracy,valid_accuracy,valid_atom_loss,epoch,valid_noise_loss,_step,valid_loss,records,_runtime,valid_atom_accuracy,valid_noise_accuracy,_timestamp
2.5173704624176025,0.21586931155192532,,,16.0,,31,,,201.8373429775238,,,1729821263.653885
2.496738910675049,0.22403733955659277,,,,,32,,14569.0,206.1997253894806,,,1729821268.0162673
2.496738910675049,0.22403733955659277,,,17.0,,33,,,206.58665823936462,,,1729821268.4032001
2.4724955558776855,0.22870478413068845,,,,,34,,15426.0,211.01091527938843,,,1729821272.8274572
2.4724955558776855,0.22870478413068845,,,18.0,,35,,,211.37243700027466,,,1729821273.188979
2.462214231491089,0.2310385064177363,,,,,36,,16283.0,215.7896957397461,,,1729821277.6062376
2.462214231491089,0.2310385064177363,,,19.0,,37,,,216.17726850509644,,,1729821277.9938104
2.4402480125427246,0.23803967327887982,,,,,38,,17140.0,220.58415150642395,,,1729821282.4006934
2.4402480125427246,0.23803967327887982,,,20.0,,39,,,220.9774250984192,,,1729821282.793967
2.4136362075805664,0.2427071178529755,,,,,40,,17997.0,225.3624291419983,,,1729821287.178971
2.4136362075805664,0.2427071178529755,,,21.0,,41,,,225.72642254829407,,,1729821287.5429645
2.400817632675171,0.2613768961493582,,,,,42,,18854.0,230.10207056999207,,,1729821291.9186125
2.400817632675171,0.2613768961493582,,,22.0,,43,,,230.46929812431335,,,1729821292.28584
2.374376058578491,0.26721120186697783,,,,,44,,19711.0,234.86874055862427,,,1729821296.6852825
2.374376058578491,0.26721120186697783,,,23.0,,45,,,235.22546291351318,,,1729821297.0420048
2.3586928844451904,0.26721120186697783,,,,,46,,20568.0,239.81020998954773,,,1729821301.626752
2.3586928844451904,0.26721120186697783,,,24.0,,47,,,240.17903065681458,,,1729821301.9955726
2.331974744796753,0.28004667444574094,,,,,48,,21425.0,244.56712460517883,,,1729821306.3836665
2.331974744796753,0.28004667444574094,,,25.0,,49,,,244.93606567382812,,,1729821306.7526076
2.3030314445495605,0.2742123687281214,,,,,50,,22282.0,249.32674407958984,,,1729821311.143286
2.3030314445495605,0.2742123687281214,,,26.0,,51,,,249.70273780822754,,,1729821311.5192797
2.277691602706909,0.2998833138856476,,,,,52,,23139.0,254.1130554676056,,,1729821315.9295974
2.277691602706909,0.2998833138856476,,,27.0,,53,,,254.48215699195862,,,1729821316.298699
2.2541253566741943,0.31388564760793464,,,,,54,,23996.0,258.88125491142273,,,1729821320.6977968
2.2541253566741943,0.31388564760793464,,,28.0,,55,,,259.25290536880493,,,1729821321.0694473
2.2163360118865967,0.31505250875145857,,,,,56,,24853.0,263.6744453907013,,,1729821325.4909873
2.2163360118865967,0.31505250875145857,,,29.0,,57,,,264.027774810791,,,1729821325.8443167
2.2061996459960938,0.3290548424737456,,,,,58,,25710.0,268.39267921447754,,,1729821330.2092211
2.2061996459960938,0.3290548424737456,,,30.0,,59,,,268.76943016052246,,,1729821330.585972
2.1674232482910156,0.3547257876312719,,,,,60,,26567.0,273.15617775917053,,,1729821334.9727197
2.1674232482910156,0.3547257876312719,,,31.0,,61,,,273.547251701355,,,1729821335.3637936
2.1354544162750244,0.35122520420070014,,,,,62,,27424.0,278.19830656051636,,,1729821340.0148485
2.1354544162750244,0.35122520420070014,,,32.0,,63,,,278.5607867240906,,,1729821340.3773286
2.1065101623535156,0.3570595099183197,,,,,64,,28281.0,282.9413335323334,,,1729821344.7578754
2.1065101623535156,0.3570595099183197,,,33.0,,65,,,283.3113901615143,,,1729821345.127932
2.058094024658203,0.3862310385064177,,,,,66,,29138.0,287.7289354801178,,,1729821349.5454774
2.058094024658203,0.3862310385064177,,,34.0,,67,,,288.08360171318054,,,1729821349.9001436
2.0335793495178223,0.3943990665110852,,,,,68,,29995.0,292.50456857681274,,,1729821354.3211105
2.0335793495178223,0.3943990665110852,,,35.0,,69,,,292.82721877098083,,,1729821354.6437607
2.0029053688049316,0.41073512252042005,,,,,70,,30852.0,297.2902202606201,,,1729821359.1067622
2.0029053688049316,0.41073512252042005,,,36.0,,71,,,297.6785628795624,,,1729821359.4951048
1.968056082725525,0.4200700116686114,,,,,72,,31709.0,302.09251832962036,,,1729821363.9090602
1.968056082725525,0.4200700116686114,,,37.0,,73,,,302.471960067749,,,1729821364.288502
1.9448367357254028,0.44807467911318555,,,,,74,,32566.0,306.8600871562958,,,1729821368.676629
1.9448367357254028,0.44807467911318555,,,38.0,,75,,,307.2342200279236,,,1729821369.050762
1.9049533605575562,0.45274212368728123,,,,,76,,33423.0,311.6385681629181,,,1729821373.45511
1.9049533605575562,0.45274212368728123,,,39.0,,77,,,312.00868129730225,,,1729821373.8252232
1.8471735715866089,0.46557759626604434,,,,,78,,34280.0,316.41174268722534,,,1729821378.2282846
1.8471735715866089,0.46557759626604434,,,40.0,,79,,,316.7918031215668,,,1729821378.608345
1.810379981994629,0.4749124854142357,,,,,80,,35137.0,321.1671669483185,,,1729821382.9837089
1.810379981994629,0.4749124854142357,,,41.0,,81,,,321.56108474731445,,,1729821383.3776267
1.7982081174850464,0.46091015169194866,,,,,82,,35994.0,326.20070457458496,,,1729821388.0172465
1.7982081174850464,0.46091015169194866,,,42.0,,83,,,326.5732855796814,,,1729821388.3898275
1.7327423095703125,0.5040840140023337,,,,,84,,36851.0,330.97326731681824,,,1729821392.7898092
1.7327423095703125,0.5040840140023337,,,43.0,,85,,,331.34479117393494,,,1729821393.161333
1.7334352731704712,0.48191365227537925,,,,,86,,37708.0,335.75584053993225,,,1729821397.5723825
1.7334352731704712,0.48191365227537925,,,44.0,,87,,,336.126585483551,,,1729821397.9431274
1.6788233518600464,0.5215869311551925,,,,,88,,38565.0,340.5488135814667,,,1729821402.3653555
1.6788233518600464,0.5215869311551925,,,45.0,,89,,,340.91511368751526,,,1729821402.7316556
1.6404653787612915,0.5379229871645275,,,,,90,,39422.0,345.3337299823761,,,1729821407.150272
1.6404653787612915,0.5379229871645275,,,46.0,,91,,,345.7007665634155,,,1729821407.5173085
1.5624356269836426,0.5705950991831972,,,,,92,,40279.0,350.117299079895,,,1729821411.933841
1.5624356269836426,0.5705950991831972,,,47.0,,93,,,350.50767064094543,,,1729821412.3242126
1.522264838218689,0.5857642940490082,,,,,94,,41136.0,354.9433159828186,,,1729821416.759858
1.522264838218689,0.5857642940490082,,,48.0,,95,,,355.3006474971771,,,1729821417.1171894
1.4919345378875732,0.6021003500583431,,,,,96,,41993.0,359.7536463737488,,,1729821421.5701883
1.4919345378875732,0.6021003500583431,,,49.0,,97,,,360.10660886764526,,,1729821421.9231508
1.4507129192352295,0.6067677946324388,,,,,98,,42850.0,364.69707202911377,,,1729821426.513614
1.4507129192352295,0.6067677946324388,,,50.0,,99,,,365.07725715637207,,,1729821426.893799
1.4225878715515137,0.6289381563593932,,,,,100,,43707.0,369.4823806285858,,,1729821431.2989225
1.4225878715515137,0.6289381563593932,,,51.0,,101,,,369.86060214042664,,,1729821431.677144
1.342774748802185,0.6487747957992999,,,,,102,,44564.0,374.2538352012634,,,1729821436.070377
1.342774748802185,0.6487747957992999,,,52.0,,103,,,374.6317479610443,,,1729821436.4482899
1.3603479862213135,0.6347724620770129,,,,,104,,45421.0,379.0435268878937,,,1729821440.8600688
1.3603479862213135,0.6347724620770129,,,53.0,,105,,,379.4315197467804,,,1729821441.2480617
1.2806346416473389,0.6499416569428238,,,,,106,,46278.0,383.83669924736023,,,1729821445.6532412
1.2806346416473389,0.6499416569428238,,,54.0,,107,,,384.2126770019531,,,1729821446.029219
1.2314964532852173,0.6791131855309218,,,,,108,,47135.0,388.6073200702667,,,1729821450.423862
1.2314964532852173,0.6791131855309218,,,55.0,,109,,,388.9648575782776,,,1729821450.7813995
1.1829895973205566,0.7036172695449242,,,,,110,,47992.0,393.3886675834656,,,1729821455.2052095
1.1829895973205566,0.7036172695449242,,,56.0,,111,,,393.7544255256653,,,1729821455.5709674
1.1922831535339355,0.6884480746791132,,,,,112,,48849.0,398.1995441913605,,,1729821460.016086
1.1922831535339355,0.6884480746791132,,,57.0,,113,,,398.59278774261475,,,1729821460.4093297
1.1031708717346191,0.7456242707117853,,,,,114,,49706.0,403.02261757850647,,,1729821464.8391595
1.1031708717346191,0.7456242707117853,,,58.0,,115,,,403.38897943496704,,,1729821465.2055213
1.1282258033752441,0.7152858809801633,,,,,116,,50563.0,407.84176540374756,,,1729821469.6583073
1.1282258033752441,0.7152858809801633,,,59.0,,117,,,408.20717787742615,,,1729821470.0237198
1.023270606994629,0.7561260210035006,,,,,118,,51420.0,412.8405430316925,,,1729821474.657085
1.023270606994629,0.7561260210035006,,,60.0,,119,,,413.21327328681946,,,1729821475.0298152
1.015328049659729,0.7467911318553092,,,,,120,,52277.0,417.6537392139435,,,1729821479.4702811
1.015328049659729,0.7467911318553092,,,61.0,,121,,,418.00043988227844,,,1729821479.8169818
0.9622547030448914,0.7654609101516919,,,,,122,,53134.0,422.4510269165039,,,1729821484.2675688
0.9622547030448914,0.7654609101516919,,,62.0,,123,,,422.80988907814026,,,1729821484.626431
0.9211438894271851,0.7969661610268378,,,,,124,,53991.0,427.2242932319641,,,1729821489.0408351
0.9211438894271851,0.7969661610268378,,,63.0,,125,,,427.60442996025085,,,1729821489.4209719
0.927169680595398,0.7771295215869312,,,,,126,,54848.0,432.02394914627075,,,1729821493.840491
0.927169680595398,0.7771295215869312,,,64.0,,127,,,432.3960528373718,,,1729821494.2125947
0.8546477556228638,0.7852975495915986,,,,,128,,55705.0,436.8267915248871,,,1729821498.6433334
0.8546477556228638,0.7852975495915986,,,65.0,,129,,,437.200345993042,,,1729821499.016888
0.8289014101028442,0.8133022170361727,,,,,130,,56562.0,441.66055846214294,,,1729821503.4771004
0.8289014101028442,0.8133022170361727,,,66.0,,131,,,442.005490064621,,,1729821503.822032
0.8047358393669128,0.808634772462077,,,,,132,,57419.0,446.01526498794556,,,1729821507.831807
0.8047358393669128,0.808634772462077,,,67.0,,133,,,446.27100682258606,,,1729821508.0875487
0.7461828589439392,0.8378063010501751,,,,,134,,58276.0,450.30962204933167,,,1729821512.126164
0.7461828589439392,0.8378063010501751,,,68.0,,135,,,450.57860589027405,,,1729821512.3951478
0.7226245403289795,0.8436406067677946,,,,,136,,59133.0,455.0757830142975,,,1729821516.892325
0.7226245403289795,0.8436406067677946,,,69.0,,137,,,455.37819361686707,,,1729821517.1947355
0.7184702754020691,0.838973162193699,,,,,138,,59990.0,459.4286205768585,,,1729821521.2451625
0.7184702754020691,0.838973162193699,,,70.0,,139,,,459.69560742378235,,,1729821521.5121493
0.6492141485214233,0.8774795799299884,,,,,140,,60847.0,463.74397015571594,,,1729821525.560512
0.6492141485214233,0.8774795799299884,,,71.0,,141,,,464.01955795288086,,,1729821525.8360999
0.6381235122680664,0.8739789964994166,,,,,142,,61704.0,468.06082582473755,,,1729821529.8773677
0.6381235122680664,0.8739789964994166,,,72.0,,143,,,468.3483474254608,,,1729821530.1648893
0.6084548234939575,0.8798133022170361,,,,,144,,62561.0,472.45046210289,,,1729821534.267004
0.6084548234939575,0.8798133022170361,,,73.0,,145,,,472.7462000846863,,,1729821534.562742
0.6090818643569946,0.8716452742123687,,,,,146,,63418.0,476.8882682323456,,,1729821538.7048101
0.6090818643569946,0.8716452742123687,,,74.0,,147,,,477.18444442749023,,,1729821539.0009863
0.5416372418403625,0.8903150525087514,,,,,148,,64275.0,481.2391941547394,,,1729821543.055736
0.5416372418403625,0.8903150525087514,,,75.0,,149,,,481.51625394821167,,,1729821543.3327959
0.5570583939552307,0.8798133022170361,,,,,150,,65132.0,485.5707347393036,,,1729821547.3872766
0.5570583939552307,0.8798133022170361,,,76.0,,151,,,485.8486590385437,,,1729821547.665201
0.5118206143379211,0.8914819136522754,,,,,152,,65989.0,489.8636426925659,,,1729821551.6801846
0.5118206143379211,0.8914819136522754,,,77.0,,153,,,490.10135197639465,,,1729821551.917894
0.5155682563781738,0.8949824970828472,,,,,154,,66846.0,494.3579616546631,,,1729821556.1745036
0.5155682563781738,0.8949824970828472,,,78.0,,155,,,494.6170198917389,,,1729821556.4335618
0.4901655912399292,0.8996499416569428,,,,,156,,67703.0,498.6637122631073,,,1729821560.4802542
0.4901655912399292,0.8996499416569428,,,79.0,,157,,,498.909220457077,,,1729821560.7257624
0.5018237233161926,0.9008168028004667,,,,,158,,68560.0,502.9265146255493,,,1729821564.7430565
0.5018237233161926,0.9008168028004667,,,80.0,,159,,,503.2090096473694,,,1729821565.0255516
0.5057192444801331,0.8949824970828472,,,,,160,,69417.0,507.22738337516785,,,1729821569.0439253
0.5057192444801331,0.8949824970828472,,,81.0,,161,,,507.50628685951233,,,1729821569.3228288
0.44389772415161133,0.9183197199533255,,,,,162,,70274.0,511.5499520301819,,,1729821573.366494
0.44389772415161133,0.9183197199533255,,,82.0,,163,,,511.79588413238525,,,1729821573.612426
0.43640655279159546,0.911318553092182,,,,,164,,71131.0,515.8205273151398,,,1729821577.6370692
0.43640655279159546,0.911318553092182,,,83.0,,165,,,516.0856018066406,,,1729821577.9021437
0.4109608232975006,0.926487747957993,,,,,166,,71988.0,520.1340651512146,,,1729821581.950607
0.4109608232975006,0.926487747957993,,,84.0,,167,,,520.4151296615601,,,1729821582.2316716
0.38773655891418457,0.9159859976662778,,,,,168,,72845.0,524.4485895633698,,,1729821586.2651315
0.38773655891418457,0.9159859976662778,,,85.0,,169,,,524.7210524082184,,,1729821586.5375943
0.36557915806770325,0.9334889148191365,,,,,170,,73702.0,528.7708220481873,,,1729821590.587364
0.36557915806770325,0.9334889148191365,,,86.0,,171,,,529.0354838371277,,,1729821590.8520257
0.37272530794143677,0.926487747957993,,,,,172,,74559.0,533.4904136657715,,,1729821595.3069556
0.37272530794143677,0.926487747957993,,,87.0,,173,,,533.7844820022583,,,1729821595.601024
0.34907230734825134,0.9334889148191365,,,,,174,,75416.0,537.794114112854,,,1729821599.610656
0.34907230734825134,0.9334889148191365,,,88.0,,175,,,538.0774457454681,,,1729821599.8939877
0.326866090297699,0.9334889148191365,,,,,176,,76273.0,542.10830950737,,,1729821603.9248514
0.326866090297699,0.9334889148191365,,,89.0,,177,,,542.3847646713257,,,1729821604.2013066
0.2927439510822296,0.941656942823804,,,,,178,,77130.0,546.4227197170258,,,1729821608.2392616
0.2927439510822296,0.941656942823804,,,90.0,,179,,,546.6828725337982,,,1729821608.4994144
0.3220411539077759,0.9358226371061844,,,,,180,,77987.0,550.7196524143219,,,1729821612.5361943
0.3220411539077759,0.9358226371061844,,,91.0,,181,,,550.9844205379486,,,1729821612.8009624
0.2932496666908264,0.9369894982497082,,,,,182,,78844.0,555.0248284339905,,,1729821616.8413703
0.2932496666908264,0.9369894982497082,,,92.0,,183,,,555.2925274372101,,,1729821617.1090693
0.2584514617919922,0.9556592765460911,,,,,184,,79701.0,559.3358471393585,,,1729821621.152389
0.2584514617919922,0.9556592765460911,,,93.0,,185,,,559.6311297416687,,,1729821621.4476717
0.2608741819858551,0.9509918319719953,,,,,186,,80558.0,563.6573371887207,,,1729821625.473879
0.2608741819858551,0.9509918319719953,,,94.0,,187,,,563.9378225803375,,,1729821625.7543645
0.27337127923965454,0.9451575262543758,,,,,188,,81415.0,567.9839222431183,,,1729821629.8004642
0.27337127923965454,0.9451575262543758,,,95.0,,189,,,568.2468848228455,,,1729821630.0634267
0.2645280361175537,0.9486581096849475,,,,,190,,82272.0,572.4767055511475,,,1729821634.2932475
0.2645280361175537,0.9486581096849475,,,96.0,,191,,,572.7435529232025,,,1729821634.5600948
0.2418999820947647,0.9428238039673279,,,,,192,,83129.0,576.7603189945221,,,1729821638.576861
0.2418999820947647,0.9428238039673279,,,97.0,,193,,,577.0353825092316,,,1729821638.8519244
0.26013705134391785,0.9463243873978997,,,,,194,,83986.0,581.0605247020721,,,1729821642.8770666
0.26013705134391785,0.9463243873978997,,,98.0,,195,,,581.3141667842865,,,1729821643.1307087
0.24473710358142853,0.9544924154025671,,,,,196,,84843.0,585.3376550674438,,,1729821647.154197
0.24473710358142853,0.9544924154025671,,,99.0,,197,,,585.6018967628479,,,1729821647.4184387
0.2352863997220993,0.9498249708284714,,,,,198,,85700.0,589.6255702972412,,,1729821651.4421122
0.2352863997220993,0.9498249708284714,,,100.0,,199,,,589.9035422801971,,,1729821651.7200842
0.22719323635101318,0.9568261376896149,,,,,200,,86557.0,593.9511291980743,,,1729821655.767671
0.22719323635101318,0.9568261376896149,,,101.0,,201,,,594.2269825935364,,,1729821656.0435245
0.23449786007404327,0.9428238039673279,,,,,202,,87414.0,598.2683272361755,,,1729821660.0848691
0.23449786007404327,0.9428238039673279,,,102.0,,203,,,598.5135722160339,,,1729821660.3301141
0.2111808955669403,0.9544924154025671,,,,,204,,88271.0,602.5541481971741,,,1729821664.37069
0.2111808955669403,0.9544924154025671,,,103.0,,205,,,602.8427691459656,,,1729821664.659311
0.1835954487323761,0.9638273045507585,,,,,206,,89128.0,606.8397965431213,,,1729821668.6563385
0.1835954487323761,0.9638273045507585,,,104.0,,207,,,607.1270382404327,,,1729821668.9435802
0.18381249904632568,0.9673278879813302,,,,,208,,89985.0,611.5916745662689,,,1729821673.4082165
0.18381249904632568,0.9673278879813302,,,105.0,,209,,,611.8633744716644,,,1729821673.6799164
0.18618154525756836,0.9626604434072346,,,,,210,,90842.0,615.8902032375336,,,1729821677.7067451
0.18618154525756836,0.9626604434072346,,,106.0,,211,,,616.1725506782532,,,1729821677.9890926
0.20138148963451385,0.9544924154025671,,,,,212,,91699.0,620.1657059192657,,,1729821681.9822478
0.20138148963451385,0.9544924154025671,,,107.0,,213,,,620.4317190647125,,,1729821682.248261
0.18199928104877472,0.9603267211201867,,,,,214,,92556.0,624.4237070083618,,,1729821686.240249
0.18199928104877472,0.9603267211201867,,,108.0,,215,,,624.699921131134,,,1729821686.516463
0.17568936944007874,0.9661610268378062,,,,,216,,93413.0,628.693021774292,,,1729821690.5095637
0.17568936944007874,0.9661610268378062,,,109.0,,217,,,628.9770519733429,,,1729821690.793594
0.18204475939273834,0.9544924154025671,,,,,218,,94270.0,633.0029437541962,,,1729821694.8194857
0.18204475939273834,0.9544924154025671,,,110.0,,219,,,633.2785623073578,,,1729821695.0951042
0.1675858199596405,0.9614935822637106,,,,,220,,95127.0,637.3045632839203,,,1729821699.1211052
0.1675858199596405,0.9614935822637106,,,111.0,,221,,,637.5616192817688,,,1729821699.3781612
0.1741647571325302,0.9614935822637106,,,,,222,,95984.0,641.5967240333557,,,1729821703.413266
0.1741647571325302,0.9614935822637106,,,112.0,,223,,,641.8670666217804,,,1729821703.6836085
0.18173769116401672,0.9556592765460911,,,,,224,,96841.0,645.8907635211945,,,1729821707.7073054
0.18173769116401672,0.9556592765460911,,,113.0,,225,,,646.1770935058594,,,1729821707.9936354
0.13849122822284698,0.9731621936989499,,,,,226,,97698.0,650.4360573291779,,,1729821712.2525992
0.13849122822284698,0.9731621936989499,,,114.0,,227,,,650.7128372192383,,,1729821712.5293791
0.1442207247018814,0.9684947491248541,,,,,228,,98555.0,654.7523803710938,,,1729821716.5689223
0.1442207247018814,0.9684947491248541,,,115.0,,229,,,655.031259059906,,,1729821716.847801
0.14705529808998108,0.9673278879813302,,,,,230,,99412.0,659.0567171573639,,,1729821720.873259
0.14705529808998108,0.9673278879813302,,,116.0,,231,,,659.351735830307,,,1729821721.1682777
0.15391896665096283,0.9614935822637106,,,,,232,,100269.0,663.3514773845673,,,1729821725.1680193
0.15391896665096283,0.9614935822637106,,,117.0,,233,,,663.619199514389,,,1729821725.4357414
0.15604370832443237,0.9661610268378062,,,,,234,,101126.0,667.6299512386322,,,1729821729.4464931
0.15604370832443237,0.9661610268378062,,,118.0,,235,,,667.9031834602356,,,1729821729.7197254
0.13993045687675476,0.9673278879813302,,,,,236,,101983.0,671.9207677841187,,,1729821733.7373097
0.13993045687675476,0.9673278879813302,,,119.0,,237,,,672.1949594020844,,,1729821734.0115013
0.12874718010425568,0.970828471411902,,,,,238,,102840.0,676.2220435142517,,,1729821738.0385854
0.12874718010425568,0.970828471411902,,,120.0,,239,,,676.508106470108,,,1729821738.3246484
0.152335062623024,0.9673278879813302,,,,,240,,103697.0,680.5384955406189,,,1729821742.3550375
0.152335062623024,0.9673278879813302,,,121.0,,241,,,680.8272933959961,,,1729821742.6438353
0.14071844518184662,0.9731621936989499,,,,,242,,104554.0,685.117796421051,,,1729821746.9343383
0.14071844518184662,0.9731621936989499,,,122.0,,243,,,685.4038419723511,,,1729821747.220384
0.12160936743021011,0.9719953325554259,,,,,244,,105411.0,689.4545328617096,,,1729821751.2710748
0.12160936743021011,0.9719953325554259,,,123.0,,245,,,689.7246553897858,,,1729821751.5411973
0.1255795955657959,0.970828471411902,,,,,246,,106268.0,693.745778799057,,,1729821755.5623207
0.1255795955657959,0.970828471411902,,,124.0,,247,,,694.0196833610535,,,1729821755.8362253
0.16539758443832397,0.9638273045507585,,,,,248,,107125.0,698.0457663536072,,,1729821759.8623083
0.16539758443832397,0.9638273045507585,,,125.0,,249,,,698.3229811191559,,,1729821760.139523
0.14491543173789978,0.9684947491248541,,,,,250,,107982.0,702.3350448608398,,,1729821764.1515868
0.14491543173789978,0.9684947491248541,,,126.0,,251,,,702.6186425685883,,,1729821764.4351845
0.16861529648303986,0.9521586931155193,,,,,252,,108839.0,706.6447668075562,,,1729821768.4613087
0.16861529648303986,0.9521586931155193,,,127.0,,253,,,706.9104833602905,,,1729821768.7270253
0.12418117374181747,0.970828471411902,,,,,254,,109696.0,710.9188561439514,,,1729821772.735398
0.12418117374181747,0.970828471411902,,,128.0,,255,,,711.1938962936401,,,1729821773.0104382
0.1478968858718872,0.9591598599766628,,,,,256,,110553.0,715.2417566776276,,,1729821777.0582986
0.1478968858718872,0.9591598599766628,,,129.0,,257,,,715.505508184433,,,1729821777.32205
0.13546434044837952,0.9649941656942824,,,,,258,,111410.0,719.5292375087738,,,1729821781.3457794
0.13546434044837952,0.9649941656942824,,,130.0,,259,,,719.8060326576233,,,1729821781.6225746
0.10820701718330383,0.9719953325554259,,,,,260,,112267.0,723.8216211795807,,,1729821785.638163
0.10820701718330383,0.9719953325554259,,,131.0,,261,,,724.0930194854736,,,1729821785.9095614
0.1181880310177803,0.9731621936989499,,,,,262,,113124.0,728.1377482414246,,,1729821789.9542902
0.1181880310177803,0.9731621936989499,,,132.0,,263,,,728.4053406715393,,,1729821790.2218826
0.11124077439308167,0.9719953325554259,,,,,264,,113981.0,732.4497509002686,,,1729821794.2662928
0.11124077439308167,0.9719953325554259,,,133.0,,265,,,732.7303042411804,,,1729821794.5468462
0.11998432129621506,0.9661610268378062,,,,,266,,114838.0,736.7648119926453,,,1729821798.581354
0.11998432129621506,0.9661610268378062,,,134.0,,267,,,737.0405333042145,,,1729821798.8570752
0.107632115483284,0.9743290548424738,,,,,268,,115695.0,741.0830738544464,,,1729821802.8996158
0.107632115483284,0.9743290548424738,,,135.0,,269,,,741.3534231185913,,,1729821803.169965
0.12703543901443481,0.9649941656942824,,,,,270,,116552.0,745.3873286247253,,,1729821807.2038705
0.12703543901443481,0.9649941656942824,,,136.0,,271,,,745.6627748012543,,,1729821807.4793167
0.12377423048019409,0.970828471411902,,,,,272,,117409.0,749.6798090934753,,,1729821811.496351
0.12377423048019409,0.970828471411902,,,137.0,,273,,,749.9471004009247,,,1729821811.7636423
0.09999894350767136,0.9766627771295215,,,,,274,,118266.0,753.9918792247772,,,1729821815.8084211
0.09999894350767136,0.9766627771295215,,,138.0,,275,,,754.2533855438232,,,1729821816.0699275
0.0939953625202179,0.9778296382730455,,,,,276,,119123.0,758.2693099975586,,,1729821820.085852
0.0939953625202179,0.9778296382730455,,,139.0,,277,,,758.5372972488403,,,1729821820.3538392
0.10424911230802536,0.9754959159859977,,,,,278,,119980.0,762.7606666088104,,,1729821824.5772085
0.10424911230802536,0.9754959159859977,,,140.0,,279,,,763.0504903793335,,,1729821824.8670323
0.10381574183702469,0.9731621936989499,,,,,280,,120837.0,767.0853815078735,,,1729821828.9019234
0.10381574183702469,0.9731621936989499,,,141.0,,281,,,767.3614258766174,,,1729821829.1779678
0.08715658634901047,0.9836639439906651,,,,,282,,121694.0,771.3750636577606,,,1729821833.1916056
0.08715658634901047,0.9836639439906651,,,142.0,,283,,,771.6653554439545,,,1729821833.4818974
0.11305820196866989,0.9684947491248541,,,,,284,,122551.0,775.6770451068878,,,1729821837.493587
0.11305820196866989,0.9684947491248541,,,143.0,,285,,,775.9744899272919,,,1729821837.7910318
0.10175305604934692,0.9731621936989499,,,,,286,,123408.0,779.998818397522,,,1729821841.8153603
0.10175305604934692,0.9731621936989499,,,144.0,,287,,,780.2811043262482,,,1729821842.0976462
